x1,condition,binchoice,bincorrect,x2,xavg,estim,subj
52.125,1,-1,0,54,53.0625,56,16
51.5,0,NaN,0,61.25,56.375,54,16
45.875,-1,1,0,45.375,45.625,NaN,16
54.375,1,1,1,52,53.1875,53,16
46.625,0,NaN,0,54.75,50.6875,51,16
54.25,-1,1,1,45.25,49.75,NaN,16
48.125,1,1,0,57.25,52.6875,51,16
51,-1,-1,0,53.5,52.25,NaN,16
45.125,0,NaN,0,39,42.0625,46,16
47.75,0,NaN,0,44.25,46,47,16
55,1,1,1,61.125,58.0625,53,16
51.875,0,NaN,0,57.125,54.5,52,16
47.375,1,1,0,61.875,54.625,58,16
46.625,1,1,0,61.625,54.125,55,16
53,-1,1,1,52.75,52.875,NaN,16
46.125,1,1,0,46.25,46.1875,57,16
52,0,NaN,0,46.5,49.25,48,16
45.875,1,-1,1,46,45.9375,42,16
44.875,-1,-1,1,57.125,51,NaN,16
54.375,0,NaN,0,47.875,51.125,46,16
45.875,0,NaN,0,61.125,53.5,53,16
45.125,-1,-1,1,59.875,52.5,NaN,16
47.125,-1,-1,1,59.25,53.1875,NaN,16
44.875,1,-1,1,60.875,52.875,53,16
47.75,0,NaN,0,59.625,53.6875,58,16
50.5,0,NaN,0,57.25,53.875,47,16
51,-1,-1,0,54.625,52.8125,NaN,16
54.375,1,-1,0,52.5,53.4375,46,16
46.125,1,-1,1,58.625,52.375,51,16
46.875,-1,-1,1,54.5,50.6875,NaN,16
47.5,0,NaN,0,39.5,43.5,46,16
51.125,1,-1,0,45.625,48.375,47,16
44.25,1,-1,1,45.875,45.0625,57,16
50.5,1,-1,0,62.25,56.375,52,16
51.75,1,1,1,60.5,56.125,56,16
53.125,-1,1,1,58.5,55.8125,NaN,16
45.5,0,NaN,0,42.375,43.9375,45,16
50.5,-1,1,1,46.125,48.3125,NaN,16
53.25,-1,1,1,44.375,48.8125,NaN,16
55.25,1,1,1,55.375,55.3125,49,16
55.625,-1,-1,0,57.25,56.4375,NaN,16
51.5,0,NaN,0,47.75,49.625,48,16
53.125,-1,1,1,40.625,46.875,NaN,17
48.75,1,1,0,44.375,46.5625,55,17
55.25,-1,1,1,42.25,48.75,NaN,17
50.75,-1,-1,0,46.625,48.6875,NaN,17
48.375,1,1,0,47.875,48.125,62,17
54.5,0,NaN,0,41.125,47.8125,59,17
45.375,1,1,0,41.625,43.5,50,17
47.5,1,1,0,38.625,43.0625,50,17
47.75,1,1,0,57.5,52.625,59,17
52,0,NaN,0,39.5,45.75,60,17
45.875,-1,-1,1,45.75,45.8125,NaN,17
46.625,1,-1,1,38.375,42.5,36,17
47.5,0,NaN,0,47.875,47.6875,51,17
47.75,-1,-1,1,52.125,49.9375,NaN,17
47.25,1,-1,1,41.375,44.3125,36,17
52.625,-1,-1,0,58.375,55.5,NaN,17
50.625,-1,-1,0,50.5,50.5625,NaN,17
48.625,0,NaN,0,42.375,45.5,50,17
53.625,-1,1,1,46.5,50.0625,NaN,17
52.25,1,1,1,39.25,45.75,54,17
51.625,0,NaN,0,48.375,50,52,17
54.75,1,1,1,47.25,51,50,17
47.375,-1,-1,1,58.25,52.8125,NaN,17
46.75,0,NaN,0,47.75,47.25,46,17
53.25,1,1,1,58.75,56,55,17
52.125,-1,-1,0,48.75,50.4375,NaN,17
44.25,1,-1,1,48.25,46.25,56,17
54.125,-1,1,1,44.5,49.3125,NaN,17
47.5,-1,-1,1,41.5,44.5,NaN,17
46.875,0,NaN,0,39.875,43.375,46,17
53.375,1,1,1,42,47.6875,53,17
51.25,-1,1,1,45.75,48.5,NaN,17
55.375,0,NaN,0,37.625,46.5,45,17
47,0,NaN,0,46.5,46.75,42,17
54.875,-1,1,1,58.125,56.5,NaN,17
50.25,-1,1,1,58,54.125,NaN,17
50.875,-1,-1,0,42.375,46.625,NaN,17
52.375,0,NaN,0,54.5,53.4375,59,17
53.375,0,NaN,0,38,45.6875,46,17
54.625,1,1,1,58,56.3125,47,17
46.25,-1,-1,1,46.625,46.4375,NaN,17
44.625,0,NaN,0,47.375,46,45,17
54.875,0,NaN,0,58.375,56.625,53,17
46.5,-1,1,0,47.5,47,NaN,17
51.125,1,-1,0,54.625,52.875,43,17
55.875,0,NaN,0,58.5,57.1875,59,17
47.25,1,-1,1,54,50.625,45,17
47.125,-1,-1,1,60.875,54,NaN,17
54,-1,-1,0,62.375,58.1875,NaN,17
46.875,-1,-1,1,60,53.4375,NaN,17
51.25,1,1,1,58.875,55.0625,50,17
48.5,-1,-1,1,59.375,53.9375,NaN,17
45.5,1,-1,1,59.25,52.375,57,17
48.625,-1,-1,1,48.5,48.5625,NaN,17
48.75,0,NaN,0,54,51.375,55,17
45.125,0,NaN,0,48.75,46.9375,54,17
51.75,1,1,1,45.5,48.625,45,17
53.75,1,1,1,53.125,53.4375,52,17
46.375,1,1,0,46.875,46.625,57,17
55.25,1,1,1,55.625,55.4375,65,17
52.875,-1,-1,0,62.875,57.875,NaN,17
47.5,1,-1,1,51.375,49.4375,47,17
48.5,0,NaN,0,42.125,45.3125,48,17
44.75,0,NaN,0,40.375,42.5625,45,17
50.75,-1,-1,0,51.75,51.25,NaN,17
51.125,1,-1,0,57.625,54.375,60,17
53.625,1,1,1,46.625,50.125,55,17
48,0,NaN,0,46.375,47.1875,51,17
53.25,0,NaN,0,53.5,53.375,61,17
48.625,-1,1,0,62.375,55.5,NaN,17
47,-1,-1,1,39.875,43.4375,NaN,17
54.625,0,NaN,0,58.75,56.6875,57,17
52.5,-1,1,1,58.25,55.375,NaN,17
54.625,-1,-1,0,57.75,56.1875,NaN,17
53.75,-1,-1,0,59.875,56.8125,NaN,17
55.375,1,1,1,47.125,51.25,61,17
47.25,1,-1,1,44.75,46,61,17
50.75,-1,-1,0,58,54.375,NaN,17
51.5,0,NaN,0,42.25,46.875,58,17
45.25,-1,-1,1,46.125,45.6875,NaN,17
52.25,-1,-1,0,44.875,48.5625,NaN,17
52.875,1,-1,0,62.5,57.6875,58,17
47.5,-1,1,0,42.125,44.8125,NaN,17
54.625,0,NaN,0,37.25,45.9375,52,17
45.5,1,1,0,40.5,43,48,17
44.375,1,1,0,37.625,41,51,17
44.5,0,NaN,0,40.625,42.5625,51,17
51.875,-1,1,1,44.625,48.25,NaN,17
48.25,-1,1,0,57.5,52.875,NaN,17
54.125,1,1,1,53.5,53.8125,51,17
46.875,1,-1,1,61.5,54.1875,51,17
45.875,-1,-1,1,58.625,52.25,NaN,17
48.625,1,-1,1,38.125,43.375,44,17
54.125,0,NaN,0,55.75,54.9375,51,17
48,1,-1,1,52.25,50.125,52,17
54.375,1,1,1,54.375,54.375,56,17
51.625,-1,1,1,52.25,51.9375,NaN,17
51,0,NaN,0,47.75,49.375,51,17
51.25,-1,1,1,61.25,56.25,NaN,17
52.125,-1,1,1,39.625,45.875,NaN,17
55,-1,1,1,46.5,50.75,NaN,17
53.375,-1,1,1,40.625,47,NaN,17
47,-1,1,0,55.125,51.0625,NaN,17
55.25,0,NaN,0,51,53.125,53,17
47.625,1,1,0,59.375,53.5,56,17
47.875,-1,1,0,57.625,52.75,NaN,17
47.75,0,NaN,0,46.625,47.1875,52,17
51.75,1,1,1,55,53.375,55,17
54.5,-1,-1,0,41.375,47.9375,NaN,17
52,0,NaN,0,58.875,55.4375,46,17
47.125,0,NaN,0,42.5,44.8125,55,17
44.625,1,-1,1,46.125,45.375,50,17
55.25,0,NaN,0,48.125,51.6875,47,17
45.875,0,NaN,0,38.875,42.375,43,17
47.75,-1,1,0,54,50.875,NaN,17
48,-1,-1,1,51.5,49.75,NaN,17
48.75,0,NaN,0,54.125,51.4375,46,17
54,-1,1,1,40.25,47.125,NaN,17
51.875,0,NaN,0,41.375,46.625,49,17
44.375,-1,-1,1,61.125,52.75,NaN,17
46,1,1,0,60.625,53.3125,54,17
54.25,1,-1,0,53.75,54,49,17
53.125,0,NaN,0,60.875,57,55,17
52.875,0,NaN,0,47.375,50.125,47,17
54.625,1,1,1,50.875,52.75,44,17
52.125,-1,-1,0,60.375,56.25,NaN,17
51.25,0,NaN,0,62.875,57.0625,56,17
48.5,-1,-1,1,42.75,45.625,NaN,17
50.75,1,1,1,48.25,49.5,55,17
45.875,0,NaN,0,50.5,48.1875,54,17
47.625,-1,-1,1,40.5,44.0625,NaN,17
47.25,1,1,0,59.125,53.1875,51,17
48.5,-1,1,0,47.5,48,NaN,17
45.25,1,-1,1,46.875,46.0625,55,17
50.5,0,NaN,0,48.75,49.625,51,17
47.125,0,NaN,0,61.375,54.25,54,17
55.125,-1,1,1,44.75,49.9375,NaN,17
45.5,0,NaN,0,53.25,49.375,48,17
45.5,1,-1,1,57.125,51.3125,57,17
51.25,1,1,1,58.125,54.6875,50,17
54.625,-1,1,1,39.125,46.875,NaN,17
50.625,-1,-1,0,59.375,55,NaN,17
44.5,-1,1,0,59.25,51.875,NaN,17
46.125,-1,-1,1,60.625,53.375,NaN,17
54.125,0,NaN,0,50.5,52.3125,53,17
45.875,0,NaN,0,61.125,53.5,59,17
44.5,-1,-1,1,37.75,41.125,NaN,17
51.25,-1,1,1,58.25,54.75,NaN,17
44.75,0,NaN,0,58.125,51.4375,55,17
51.25,-1,1,1,54.125,52.6875,NaN,17
45.75,1,1,0,50.375,48.0625,57,17
50.25,-1,-1,0,59.75,55,NaN,17
54,1,1,1,39.5,46.75,52,17
53,-1,1,1,53,53,NaN,17
54.125,1,-1,0,51.25,52.6875,61,17
46.125,1,-1,1,59.75,52.9375,55,17
52.125,1,-1,0,55.25,53.6875,47,17
47.625,0,NaN,0,57.75,52.6875,49,17
50.375,0,NaN,0,46,48.1875,48,17
55.875,-1,1,1,37.5,46.6875,NaN,17
53.75,-1,-1,0,45.375,49.5625,NaN,17
48.125,1,1,0,57.125,52.625,45,17
55.25,-1,-1,0,62.875,59.0625,NaN,17
51.75,-1,1,1,38.625,45.1875,NaN,17
55,1,1,1,41.25,48.125,56,17
48.375,1,1,0,45,46.6875,56,17
52.75,-1,-1,0,57.375,55.0625,NaN,17
47.375,-1,1,0,40.375,43.875,NaN,17
52.125,-1,-1,0,53,52.5625,NaN,17
45.5,0,NaN,0,53.375,49.4375,58,17
54,0,NaN,0,45,49.5,45,17
44.5,-1,-1,1,58.5,51.5,NaN,17
52.125,-1,-1,0,57.5,54.8125,NaN,17
54.5,0,NaN,0,46.75,50.625,43,17
54.625,-1,1,1,47.375,51,NaN,17
48.625,-1,-1,1,44.75,46.6875,NaN,17
48.25,-1,-1,1,45.5,46.875,NaN,17
47.25,0,NaN,0,45.375,46.3125,54,17
53.125,0,NaN,0,40.75,46.9375,47,17
44.375,1,-1,1,50.125,47.25,53,17
48.25,1,1,0,44.625,46.4375,54,17
47.25,-1,-1,1,48.75,48,NaN,17
47,-1,1,0,54.625,50.8125,NaN,17
48.5,-1,1,0,58.125,53.3125,NaN,17
55.125,0,NaN,0,38.25,46.6875,38,17
45.625,-1,-1,1,53.5,49.5625,NaN,17
50.625,-1,1,1,48.5,49.5625,NaN,17
54.25,-1,1,1,44.5,49.375,NaN,17
48.5,0,NaN,0,57.375,52.9375,49,17
50.25,0,NaN,0,58,54.125,58,17
54.25,-1,-1,0,45,49.625,NaN,17
46.875,-1,-1,1,51.75,49.3125,NaN,17
48.25,-1,1,0,37.75,43,NaN,17
54.625,-1,1,1,42.375,48.5,NaN,17
48.5,-1,-1,1,44.5,46.5,NaN,17
50.625,0,NaN,0,61.875,56.25,58,17
47,-1,-1,1,62,54.5,NaN,17
48.625,-1,1,0,62.375,55.5,NaN,17
52.25,-1,-1,0,42.75,47.5,NaN,17
45,0,NaN,0,42.875,43.9375,52,17
46.125,0,NaN,0,44.125,45.125,48,17
47.25,1,-1,1,59.875,53.5625,65,17
47.25,1,-1,1,46.375,46.8125,47,17
54.125,-1,-1,0,62.75,58.4375,NaN,17
52.625,-1,1,1,60,56.3125,NaN,17
50.875,-1,1,1,45.375,48.125,NaN,17
45.5,-1,1,0,51.875,48.6875,NaN,17
46.625,1,-1,1,45.25,45.9375,53,17
50.375,0,NaN,0,47.25,48.8125,55,17
47.875,1,1,0,47.625,47.75,46,17
46.625,1,-1,1,44.125,45.375,52,17
47.625,-1,1,0,57.625,52.625,NaN,17
45,-1,-1,1,47.375,46.1875,NaN,17
44.875,-1,-1,1,40.125,42.5,NaN,17
47.5,0,NaN,0,38.5,43,48,17
44.625,0,NaN,0,57.25,50.9375,57,17
53.875,1,-1,0,50.625,52.25,52,17
52.25,-1,-1,0,52.125,52.1875,NaN,17
55.125,0,NaN,0,45.25,50.1875,45,17
53.625,0,NaN,0,46.625,50.125,48,17
51.875,-1,-1,0,39.125,45.5,NaN,17
53.25,-1,1,1,53.125,53.1875,NaN,17
54.5,0,NaN,0,57.875,56.1875,47,17
44.125,-1,1,0,59.375,51.75,NaN,17
47.375,-1,-1,1,38.75,43.0625,NaN,17
46.625,0,NaN,0,58.5,52.5625,47,17
44.75,-1,-1,1,52.25,48.5,NaN,17
47,0,NaN,0,46.125,46.5625,46,17
54,1,1,1,60.75,57.375,63,17
53.5,0,NaN,0,48,50.75,44,17
45.625,-1,-1,1,55.5,50.5625,NaN,17
55.125,-1,1,1,61.75,58.4375,NaN,17
47.375,0,NaN,0,37.5,42.4375,66,17
45.5,1,-1,1,58.25,51.875,48,17
45.5,0,NaN,0,53.25,49.375,40,17
53.875,1,-1,0,59.625,56.75,50,17
51.75,1,1,1,48.25,50,42,17
48.25,1,-1,1,60.5,54.375,51,17
45.125,-1,1,0,53.5,49.3125,NaN,17
48.625,-1,-1,1,60.5,54.5625,NaN,17
53.875,-1,1,1,59.125,56.5,NaN,17
52.875,0,NaN,0,41,46.9375,59,17
46.25,0,NaN,0,54.875,50.5625,57,17
50.375,1,-1,0,48,49.1875,46,17
54.625,-1,-1,0,41.875,48.25,NaN,17
44.875,1,1,0,54,49.4375,45,17
51.125,0,NaN,0,46.5,48.8125,55,17
52.75,-1,-1,0,37.625,45.1875,NaN,17
45.75,-1,-1,1,51.625,48.6875,NaN,17
51.75,-1,-1,0,44.5,48.125,NaN,17
46,0,NaN,0,62,54,64,17
53,-1,-1,0,42.125,47.5625,NaN,17
46.875,0,NaN,0,60,53.4375,55,17
46,-1,-1,1,52.625,49.3125,NaN,17
54.5,0,NaN,0,42.375,48.4375,45,17
52.875,0,NaN,0,55.25,54.0625,44,17
53.875,0,NaN,0,41.125,47.5,36,17
53.5,-1,1,1,54.625,54.0625,NaN,17
52.125,1,-1,0,54,53.0625,60,17
51.5,0,NaN,0,61.25,56.375,42,17
45.875,-1,1,0,45.375,45.625,NaN,17
54.375,1,1,1,52,53.1875,59,17
46.625,0,NaN,0,54.75,50.6875,56,17
54.25,-1,1,1,45.25,49.75,NaN,17
48.125,1,-1,1,57.25,52.6875,66,17
51,-1,-1,0,53.5,52.25,NaN,17
45.125,0,NaN,0,39,42.0625,48,17
47.75,0,NaN,0,44.25,46,47,17
55,1,-1,0,61.125,58.0625,50,17
51.875,0,NaN,0,57.125,54.5,44,17
47.375,1,1,0,61.875,54.625,61,17
46.625,1,-1,1,61.625,54.125,56,17
53,-1,1,1,52.75,52.875,NaN,17
46.125,1,-1,1,46.25,46.1875,45,17
52,0,NaN,0,46.5,49.25,37,17
45.875,1,1,0,46,45.9375,44,17
44.875,-1,1,0,57.125,51,NaN,17
54.375,0,NaN,0,47.875,51.125,50,17
45.875,0,NaN,0,61.125,53.5,47,17
45.125,-1,1,0,59.875,52.5,NaN,17
47.125,-1,-1,1,59.25,53.1875,NaN,17
44.875,1,1,0,60.875,52.875,61,17
47.75,0,NaN,0,59.625,53.6875,48,17
50.5,0,NaN,0,57.25,53.875,30,17
51,-1,1,1,54.625,52.8125,NaN,17
54.375,1,1,1,52.5,53.4375,46,17
46.125,1,-1,1,58.625,52.375,66,17
46.875,-1,1,0,54.5,50.6875,NaN,17
47.5,0,NaN,0,39.5,43.5,40,17
51.125,1,1,1,45.625,48.375,54,17
44.25,1,-1,1,45.875,45.0625,49,17
50.5,1,-1,0,62.25,56.375,62,17
51.75,1,1,1,60.5,56.125,48,17
53.125,-1,1,1,58.5,55.8125,NaN,17
45.5,0,NaN,0,42.375,43.9375,52,17
50.5,-1,1,1,46.125,48.3125,NaN,17
53.25,-1,1,1,44.375,48.8125,NaN,17
55.25,1,1,1,55.375,55.3125,50,17
55.625,-1,1,1,57.25,56.4375,NaN,17
51.5,0,NaN,0,47.75,49.625,51,17
53.125,-1,1,1,40.625,46.875,NaN,18
48.75,1,-1,1,44.375,46.5625,48,18
55.25,-1,1,1,42.25,48.75,NaN,18
50.75,-1,1,1,46.625,48.6875,NaN,18
48.375,1,1,0,47.875,48.125,55,18
54.5,0,NaN,0,41.125,47.8125,50,18
45.375,1,-1,1,41.625,43.5,39,18
47.5,1,-1,1,38.625,43.0625,45,18
47.75,1,-1,1,57.5,52.625,45,18
52,0,NaN,0,39.5,45.75,43,18
45.875,-1,-1,1,45.75,45.8125,NaN,18
46.625,1,-1,1,38.375,42.5,35,18
47.5,0,NaN,0,47.875,47.6875,43,18
47.75,-1,-1,1,52.125,49.9375,NaN,18
47.25,1,-1,1,41.375,44.3125,50,18
52.625,-1,1,1,58.375,55.5,NaN,18
50.625,-1,1,1,50.5,50.5625,NaN,18
48.625,0,NaN,0,42.375,45.5,40,18
53.625,-1,1,1,46.5,50.0625,NaN,18
52.25,1,1,1,39.25,45.75,42,18
51.625,0,NaN,0,48.375,50,55,18
54.75,1,1,1,47.25,51,55,18
47.375,-1,1,0,58.25,52.8125,NaN,18
46.75,0,NaN,0,47.75,47.25,52,18
53.25,1,-1,0,58.75,56,40,18
52.125,-1,-1,0,48.75,50.4375,NaN,18
44.25,1,-1,1,48.25,46.25,51,18
54.125,-1,1,1,44.5,49.3125,NaN,18
47.5,-1,-1,1,41.5,44.5,NaN,18
46.875,0,NaN,0,39.875,43.375,42,18
53.375,1,1,1,42,47.6875,40,18
51.25,-1,-1,0,45.75,48.5,NaN,18
55.375,0,NaN,0,37.625,46.5,35,18
47,0,NaN,0,46.5,46.75,45,18
54.875,-1,1,1,58.125,56.5,NaN,18
50.25,-1,1,1,58,54.125,NaN,18
50.875,-1,-1,0,42.375,46.625,NaN,18
52.375,0,NaN,0,54.5,53.4375,55,18
53.375,0,NaN,0,38,45.6875,50,18
54.625,1,1,1,58,56.3125,56,18
46.25,-1,1,0,46.625,46.4375,NaN,18
44.625,0,NaN,0,47.375,46,55,18
54.875,0,NaN,0,58.375,56.625,65,18
46.5,-1,-1,1,47.5,47,NaN,18
51.125,1,1,1,54.625,52.875,51,18
55.875,0,NaN,0,58.5,57.1875,56,18
47.25,1,1,0,54,50.625,60,18
47.125,-1,-1,1,60.875,54,NaN,18
54,-1,1,1,62.375,58.1875,NaN,18
46.875,-1,-1,1,60,53.4375,NaN,18
51.25,1,-1,0,58.875,55.0625,50,18
48.5,-1,1,0,59.375,53.9375,NaN,18
45.5,1,-1,1,59.25,52.375,50,18
48.625,-1,1,0,48.5,48.5625,NaN,18
48.75,0,NaN,0,54,51.375,53,18
45.125,0,NaN,0,48.75,46.9375,45,18
51.75,1,1,1,45.5,48.625,55,18
53.75,1,1,1,53.125,53.4375,55,18
46.375,1,-1,1,46.875,46.625,46,18
55.25,1,1,1,55.625,55.4375,65,18
52.875,-1,1,1,62.875,57.875,NaN,18
47.5,1,1,0,51.375,49.4375,53,18
48.5,0,NaN,0,42.125,45.3125,38,18
44.75,0,NaN,0,40.375,42.5625,38,18
50.75,-1,1,1,51.75,51.25,NaN,18
51.125,1,-1,0,57.625,54.375,55,18
53.625,1,-1,0,46.625,50.125,45,18
48,0,NaN,0,46.375,47.1875,40,18
53.25,0,NaN,0,53.5,53.375,55,18
48.625,-1,1,0,62.375,55.5,NaN,18
47,-1,1,0,39.875,43.4375,NaN,18
54.625,0,NaN,0,58.75,56.6875,60,18
52.5,-1,1,1,58.25,55.375,NaN,18
54.625,-1,-1,0,57.75,56.1875,NaN,18
53.75,-1,1,1,59.875,56.8125,NaN,18
55.375,1,1,1,47.125,51.25,60,18
47.25,1,-1,1,44.75,46,40,18
50.75,-1,1,1,58,54.375,NaN,18
51.5,0,NaN,0,42.25,46.875,40,18
45.25,-1,-1,1,46.125,45.6875,NaN,18
52.25,-1,-1,0,44.875,48.5625,NaN,18
52.875,1,-1,0,62.5,57.6875,62,18
47.5,-1,1,0,42.125,44.8125,NaN,18
54.625,0,NaN,0,37.25,45.9375,38,18
45.5,1,-1,1,40.5,43,42,18
44.375,1,1,0,37.625,41,50,18
44.5,0,NaN,0,40.625,42.5625,43,18
51.875,-1,1,1,44.625,48.25,NaN,18
48.25,-1,1,0,57.5,52.875,NaN,18
54.125,1,1,1,53.5,53.8125,55,18
46.875,1,-1,1,61.5,54.1875,56,18
45.875,-1,-1,1,58.625,52.25,NaN,18
48.625,1,-1,1,38.125,43.375,38,18
54.125,0,NaN,0,55.75,54.9375,55,18
48,1,1,0,52.25,50.125,55,18
54.375,1,1,1,54.375,54.375,55,18
51.625,-1,-1,0,52.25,51.9375,NaN,18
51,0,NaN,0,47.75,49.375,60,18
51.25,-1,1,1,61.25,56.25,NaN,18
52.125,-1,1,1,39.625,45.875,NaN,18
55,-1,1,1,46.5,50.75,NaN,18
53.375,-1,1,1,40.625,47,NaN,18
47,-1,-1,1,55.125,51.0625,NaN,18
55.25,0,NaN,0,51,53.125,52,18
47.625,1,1,0,59.375,53.5,53,18
47.875,-1,-1,1,57.625,52.75,NaN,18
47.75,0,NaN,0,46.625,47.1875,50,18
51.75,1,1,1,55,53.375,58,18
54.5,-1,1,1,41.375,47.9375,NaN,18
52,0,NaN,0,58.875,55.4375,50,18
47.125,0,NaN,0,42.5,44.8125,45,18
44.625,1,-1,1,46.125,45.375,40,18
55.25,0,NaN,0,48.125,51.6875,48,18
45.875,0,NaN,0,38.875,42.375,40,18
47.75,-1,1,0,54,50.875,NaN,18
48,-1,-1,1,51.5,49.75,NaN,18
48.75,0,NaN,0,54.125,51.4375,44,18
54,-1,1,1,40.25,47.125,NaN,18
51.875,0,NaN,0,41.375,46.625,42,18
44.375,-1,-1,1,61.125,52.75,NaN,18
46,1,-1,1,60.625,53.3125,60,18
54.25,1,1,1,53.75,54,55,18
53.125,0,NaN,0,60.875,57,60,18
52.875,0,NaN,0,47.375,50.125,60,18
54.625,1,1,1,50.875,52.75,55,18
52.125,-1,-1,0,60.375,56.25,NaN,18
51.25,0,NaN,0,62.875,57.0625,65,18
48.5,-1,1,0,42.75,45.625,NaN,18
50.75,1,1,1,48.25,49.5,55,18
45.875,0,NaN,0,50.5,48.1875,50,18
47.625,-1,1,0,40.5,44.0625,NaN,18
47.25,1,1,0,59.125,53.1875,55,18
48.5,-1,-1,1,47.5,48,NaN,18
45.25,1,-1,1,46.875,46.0625,43,18
50.5,0,NaN,0,48.75,49.625,45,18
47.125,0,NaN,0,61.375,54.25,50,18
55.125,-1,1,1,44.75,49.9375,NaN,18
45.5,0,NaN,0,53.25,49.375,48,18
45.5,1,1,0,57.125,51.3125,46,18
51.25,1,1,1,58.125,54.6875,58,18
54.625,-1,1,1,39.125,46.875,NaN,18
50.625,-1,-1,0,59.375,55,NaN,18
44.5,-1,1,0,59.25,51.875,NaN,18
46.125,-1,-1,1,60.625,53.375,NaN,18
54.125,0,NaN,0,50.5,52.3125,53,18
45.875,0,NaN,0,61.125,53.5,45,18
44.5,-1,-1,1,37.75,41.125,NaN,18
51.25,-1,1,1,58.25,54.75,NaN,18
44.75,0,NaN,0,58.125,51.4375,60,18
51.25,-1,1,1,54.125,52.6875,NaN,18
45.75,1,-1,1,50.375,48.0625,58,18
50.25,-1,1,1,59.75,55,NaN,18
54,1,-1,0,39.5,46.75,40,18
53,-1,1,1,53,53,NaN,18
54.125,1,1,1,51.25,52.6875,45,18
46.125,1,-1,1,59.75,52.9375,50,18
52.125,1,1,1,55.25,53.6875,45,18
47.625,0,NaN,0,57.75,52.6875,50,18
50.375,0,NaN,0,46,48.1875,58,18
55.875,-1,1,1,37.5,46.6875,NaN,18
53.75,-1,1,1,45.375,49.5625,NaN,18
48.125,1,1,0,57.125,52.625,56,18
55.25,-1,1,1,62.875,59.0625,NaN,18
51.75,-1,1,1,38.625,45.1875,NaN,18
55,1,1,1,41.25,48.125,55,18
48.375,1,1,0,45,46.6875,46,18
52.75,-1,1,1,57.375,55.0625,NaN,18
47.375,-1,-1,1,40.375,43.875,NaN,18
52.125,-1,1,1,53,52.5625,NaN,18
45.5,0,NaN,0,53.375,49.4375,50,18
54,0,NaN,0,45,49.5,56,18
44.5,-1,-1,1,58.5,51.5,NaN,18
52.125,-1,1,1,57.5,54.8125,NaN,18
54.5,0,NaN,0,46.75,50.625,45,18
54.625,-1,1,1,47.375,51,NaN,18
48.625,-1,-1,1,44.75,46.6875,NaN,18
48.25,-1,-1,1,45.5,46.875,NaN,18
47.25,0,NaN,0,45.375,46.3125,44,18
53.125,0,NaN,0,40.75,46.9375,55,18
44.375,1,-1,1,50.125,47.25,52,18
48.25,1,1,0,44.625,46.4375,50,18
47.25,-1,1,0,48.75,48,NaN,18
47,-1,-1,1,54.625,50.8125,NaN,18
48.5,-1,1,0,58.125,53.3125,NaN,18
55.125,0,NaN,0,38.25,46.6875,48,18
45.625,-1,-1,1,53.5,49.5625,NaN,18
50.625,-1,1,1,48.5,49.5625,NaN,18
54.25,-1,1,1,44.5,49.375,NaN,18
48.5,0,NaN,0,57.375,52.9375,55,18
50.25,0,NaN,0,58,54.125,60,18
54.25,-1,1,1,45,49.625,NaN,18
46.875,-1,1,0,51.75,49.3125,NaN,18
48.25,-1,-1,1,37.75,43,NaN,18
54.625,-1,1,1,42.375,48.5,NaN,18
48.5,-1,-1,1,44.5,46.5,NaN,18
50.625,0,NaN,0,61.875,56.25,60,18
47,-1,-1,1,62,54.5,NaN,18
48.625,-1,-1,1,62.375,55.5,NaN,18
52.25,-1,1,1,42.75,47.5,NaN,18
45,0,NaN,0,42.875,43.9375,58,18
46.125,0,NaN,0,44.125,45.125,45,18
47.25,1,-1,1,59.875,53.5625,48,18
47.25,1,1,0,46.375,46.8125,55,18
54.125,-1,1,1,62.75,58.4375,NaN,18
52.625,-1,1,1,60,56.3125,NaN,18
50.875,-1,1,1,45.375,48.125,NaN,18
45.5,-1,1,0,51.875,48.6875,NaN,18
46.625,1,-1,1,45.25,45.9375,45,18
50.375,0,NaN,0,47.25,48.8125,40,18
47.875,1,-1,1,47.625,47.75,42,18
46.625,1,1,0,44.125,45.375,45,18
47.625,-1,1,0,57.625,52.625,NaN,18
45,-1,-1,1,47.375,46.1875,NaN,18
44.875,-1,-1,1,40.125,42.5,NaN,18
47.5,0,NaN,0,38.5,43,50,18
44.625,0,NaN,0,57.25,50.9375,51,18
53.875,1,1,1,50.625,52.25,52,18
52.25,-1,1,1,52.125,52.1875,NaN,18
55.125,0,NaN,0,45.25,50.1875,47,18
53.625,0,NaN,0,46.625,50.125,50,18
51.875,-1,1,1,39.125,45.5,NaN,18
53.25,-1,1,1,53.125,53.1875,NaN,18
54.5,0,NaN,0,57.875,56.1875,58,18
44.125,-1,1,0,59.375,51.75,NaN,18
47.375,-1,1,0,38.75,43.0625,NaN,18
46.625,0,NaN,0,58.5,52.5625,55,18
44.75,-1,-1,1,52.25,48.5,NaN,18
47,0,NaN,0,46.125,46.5625,55,18
54,1,1,1,60.75,57.375,57,18
53.5,0,NaN,0,48,50.75,50,18
45.625,-1,1,0,55.5,50.5625,NaN,18
55.125,-1,1,1,61.75,58.4375,NaN,18
47.375,0,NaN,0,37.5,42.4375,43,18
45.5,1,-1,1,58.25,51.875,53,18
45.5,0,NaN,0,53.25,49.375,48,18
53.875,1,1,1,59.625,56.75,57,18
51.75,1,-1,0,48.25,50,52,18
48.25,1,1,0,60.5,54.375,56,18
